,class,firstutterance,noun,nounGerman,nounclass,predicate,predicateGerman,response,slide_number,language,age,gender,education,comments,Browser,OS,screenH,screenW,time_in_minutes,participant_id,asses
17,color,ist ,chair,Stuhl,furniture,purple,purpur,0.0,20,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
18,shape,ist nicht,carrot,Karotte,food,square,quadratisch,0.0,21,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
19,quality,ist nicht,carrot,Karotte,food,bad,schlecht,0.88,22,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
20,color,ist ,carrot,Karotte,food,brown,braun,0.0,23,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
21,size,ist ,chair,Stuhl,furniture,small,klein,1.0,24,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
22,size,ist ,apple,Apfel,food,huge,riesig,1.0,25,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
23,nationality,ist nicht,chair,Stuhl,furniture,French,franz&ouml;sisch,0.0,26,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
24,size,ist ,apple,Apfel,food,long,lang,1.0,27,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
25,texture,ist ,apple,Apfel,food,hard,hart,1.0,28,Deutsch,32,Male,3,,Firefox,Windows,1080,1920,3.9019,24,Yes
0,color,ist nicht,desk,Schreibtisch,furniture,green,gr&uuml;n,0.94,3,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
1,size,ist ,desk,Schreibtisch,furniture,short,kurz,0.81,4,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
2,nationality,ist nicht,banana,Banane,food,American,americanisch,0.22,5,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
3,shape,ist nicht,TV,Fernsehen,furniture,round,rund,0.52,6,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
4,color,ist ,TV,Fernsehen,furniture,brown,braun,0.91,7,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
5,size,ist nicht,apple,Apfel,food,long,lang,0.27,8,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
6,texture,ist ,TV,Fernsehen,furniture,hard,hart,0.11,9,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
7,color,ist ,carrot,Karotte,food,purple,purpur,0.71,10,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
8,quality,ist ,desk,Schreibtisch,furniture,bad,schlecht,0.81,11,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
9,texture,ist nicht,TV,Fernsehen,furniture,smooth,glatt,0.47,12,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
10,size,ist nicht,cheese,K&auml;se,food,tiny,winzig,0.93,13,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
11,color,ist ,TV,Fernsehen,furniture,yellow,gelb,0.8,14,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
12,age,ist nicht,banana,Banane,food,new,neu,0.21,15,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
13,size,ist nicht,fan,Ventilator,furniture,small,klein,0.9,16,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
14,texture,ist nicht,tomato,Tomate,food,soft,weich,0.48,17,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
15,nationality,ist ,banana,Banane,food,German,deutsch,0.26,18,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
16,quality,ist nicht,fan,Ventilator,furniture,good,gut,0.68,19,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
17,age,ist nicht,tomato,Tomate,food,fresh,frisch,0.6,20,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
18,size,ist nicht,banana,Banane,food,huge,riesig,0.73,21,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
19,size,ist ,chair,Stuhl,furniture,big,gro&szlig;,0.85,22,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
20,color,ist ,apple,Apfel,food,red,rot,0.69,23,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
21,color,ist ,couch,Couch,furniture,blue,blau,0.88,24,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
22,shape,ist nicht,desk,Schreibtisch,furniture,square,quadratisch,0.01,25,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
23,nationality,ist nicht,desk,Schreibtisch,furniture,French,franz&ouml;sisch,0.19,26,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
24,age,ist ,desk,Schreibtisch,furniture,old,alt,0.69,27,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
25,age,ist nicht,cheese,K&auml;se,food,rotten,faul,0.83,28,Deutsch,43,Female,2,,Chrome,Linux,962,601,4.13645,25,Yes
0,shape,ist ,desk,Schreibtisch,furniture,square,quadratisch,0.01,3,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
1,age,ist nicht,couch,Couch,furniture,rotten,faul,0.98,4,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
2,color,ist ,carrot,Karotte,food,yellow,gelb,0.71,5,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
3,nationality,ist nicht,desk,Schreibtisch,furniture,French,franz&ouml;sisch,0.01,6,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
4,color,ist nicht,couch,Couch,furniture,purple,purpur,0.71,7,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
5,shape,ist nicht,chair,Stuhl,furniture,round,rund,0.0,8,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
6,size,ist nicht,cheese,K&auml;se,food,small,klein,0.98,9,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
7,quality,ist nicht,TV,Fernsehen,furniture,bad,schlecht,0.98,10,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
8,texture,ist nicht,chair,Stuhl,furniture,hard,hart,0.69,11,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
9,color,ist ,desk,Schreibtisch,furniture,brown,braun,0.01,12,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
10,texture,ist nicht,desk,Schreibtisch,furniture,smooth,glatt,0.34,13,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
11,size,ist ,banana,Banane,food,long,lang,0.62,14,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
12,nationality,ist nicht,tomato,Tomate,food,American,americanisch,0.0,15,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
13,age,ist ,couch,Couch,furniture,old,alt,0.97,16,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
14,age,ist ,desk,Schreibtisch,furniture,new,neu,0.01,17,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
15,size,ist ,tomato,Tomate,food,big,gro&szlig;,0.84,18,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
16,texture,ist nicht,TV,Fernsehen,furniture,soft,weich,0.84,19,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
17,nationality,ist nicht,cheese,K&auml;se,food,German,deutsch,0.01,20,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
18,quality,ist ,cheese,K&auml;se,food,good,gut,0.98,21,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
19,color,ist nicht,tomato,Tomate,food,red,rot,0.29,22,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
20,size,ist ,cheese,K&auml;se,food,short,kurz,0.78,23,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
21,color,ist nicht,cheese,K&auml;se,food,green,gr&uuml;n,0.01,24,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
22,size,ist nicht,apple,Apfel,food,tiny,winzig,0.67,25,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
23,color,ist nicht,tomato,Tomate,food,blue,blau,0.0,26,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
24,age,ist ,TV,Fernsehen,furniture,fresh,frisch,0.89,27,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
25,size,ist nicht,chair,Stuhl,furniture,huge,riesig,0.4,28,deutsch,56,Female,3,Es waren ein paar SEHR seltsame Kombinationen in den Aufgaben. ,Chrome,Mac,900,1440,7.442366666666667,26,Yes
0,color,ist nicht,TV,Fernsehen,furniture,yellow,gelb,0.29,3,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
1,nationality,ist nicht,carrot,Karotte,food,German,deutsch,0.4,4,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
2,texture,ist ,carrot,Karotte,food,hard,hart,0.81,5,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
3,age,ist nicht,couch,Couch,furniture,new,neu,0.02,6,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
4,texture,ist nicht,chair,Stuhl,furniture,soft,weich,0.86,7,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
5,color,ist nicht,cheese,K&auml;se,food,red,rot,0.18,8,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
6,quality,ist ,desk,Schreibtisch,furniture,good,gut,0.89,9,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
7,color,ist ,carrot,Karotte,food,purple,purpur,0.27,10,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
8,size,ist nicht,chair,Stuhl,furniture,small,klein,0.75,11,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
9,nationality,ist nicht,carrot,Karotte,food,American,americanisch,0.3,12,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
10,color,ist nicht,banana,Banane,food,brown,braun,0.29,13,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
11,shape,ist ,desk,Schreibtisch,furniture,square,quadratisch,0.12,14,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
12,nationality,ist ,cheese,K&auml;se,food,French,franz&ouml;sisch,0.39,15,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
13,color,ist ,chair,Stuhl,furniture,blue,blau,0.16,16,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
14,color,ist nicht,TV,Fernsehen,furniture,green,gr&uuml;n,0.2,17,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
15,age,ist ,TV,Fernsehen,furniture,rotten,faul,0.5,18,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
16,quality,ist ,cheese,K&auml;se,food,bad,schlecht,0.19,19,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
17,size,ist ,cheese,K&auml;se,food,long,lang,0.22,20,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
18,size,ist nicht,desk,Schreibtisch,furniture,short,kurz,0.33,21,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
19,age,ist ,apple,Apfel,food,old,alt,0.61,22,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
20,size,ist nicht,chair,Stuhl,furniture,big,gro&szlig;,0.8,23,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
21,texture,ist nicht,apple,Apfel,food,smooth,glatt,0.45,24,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
22,size,ist nicht,couch,Couch,furniture,huge,riesig,0.78,25,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
23,age,ist nicht,apple,Apfel,food,fresh,frisch,0.4,26,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
24,size,ist ,TV,Fernsehen,furniture,tiny,winzig,0.75,27,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
25,shape,ist nicht,chair,Stuhl,furniture,round,rund,0.19,28,Deutsch,30,Male,1,,Firefox,Windows,1080,1920,5.934333333333333,27,Yes
0,size,ist ,tomato,Tomate,food,tiny,winzig,0.96,3,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
1,color,ist ,TV,Fernsehen,furniture,purple,purpur,0.01,4,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
2,size,ist nicht,carrot,Karotte,food,huge,riesig,0.31,5,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
3,texture,ist nicht,banana,Banane,food,soft,weich,0.18,6,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
4,color,ist nicht,couch,Couch,furniture,yellow,gelb,0.02,7,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
5,quality,ist nicht,desk,Schreibtisch,furniture,bad,schlecht,0.82,8,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
6,nationality,ist nicht,chair,Stuhl,furniture,American,americanisch,0.21,9,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
7,age,ist ,banana,Banane,food,old,alt,0.02,10,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
8,color,ist nicht,fan,Ventilator,furniture,red,rot,0.03,11,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
9,color,ist ,fan,Ventilator,furniture,blue,blau,0.01,12,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
10,nationality,ist ,cheese,K&auml;se,food,French,franz&ouml;sisch,0.5,13,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
11,size,ist ,TV,Fernsehen,furniture,big,gro&szlig;,0.43,14,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
12,nationality,ist nicht,tomato,Tomate,food,German,deutsch,0.0,15,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
13,age,ist ,tomato,Tomate,food,rotten,faul,0.01,16,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
14,texture,ist ,carrot,Karotte,food,smooth,glatt,0.08,17,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
15,size,ist ,tomato,Tomate,food,short,kurz,0.5,18,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
16,age,ist ,apple,Apfel,food,new,neu,0.68,19,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
17,texture,ist ,fan,Ventilator,furniture,hard,hart,0.37,20,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
18,shape,ist ,TV,Fernsehen,furniture,round,rund,0.1,21,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
19,color,ist ,TV,Fernsehen,furniture,green,gr&uuml;n,0.01,22,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
20,shape,ist nicht,desk,Schreibtisch,furniture,square,quadratisch,0.05,23,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
21,size,ist nicht,TV,Fernsehen,furniture,long,lang,0.59,24,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
22,size,ist nicht,couch,Couch,furniture,small,klein,0.75,25,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
23,quality,ist ,banana,Banane,food,good,gut,0.78,26,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
24,age,ist nicht,couch,Couch,furniture,fresh,frisch,0.75,27,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
25,color,ist nicht,chair,Stuhl,furniture,brown,braun,0.11,28,Deutsch,38,Male,1,,Chrome,Mac,900,1440,3.7727,28,Yes
0,age,ist nicht,desk,Schreibtisch,furniture,rotten,faul,0.07,3,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
1,color,ist ,carrot,Karotte,food,blue,blau,0.0,4,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
2,nationality,ist nicht,chair,Stuhl,furniture,American,americanisch,1.0,5,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
3,size,ist ,apple,Apfel,food,short,kurz,0.0,6,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
4,nationality,ist ,cheese,K&auml;se,food,German,deutsch,1.0,7,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
5,size,ist ,cheese,K&auml;se,food,small,klein,0.48,8,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
6,age,ist ,carrot,Karotte,food,old,alt,1.0,9,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
7,size,ist nicht,fan,Ventilator,furniture,tiny,winzig,1.0,10,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
8,size,ist ,desk,Schreibtisch,furniture,big,gro&szlig;,1.0,11,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
9,texture,ist nicht,chair,Stuhl,furniture,smooth,glatt,0.5,12,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
10,nationality,ist nicht,desk,Schreibtisch,furniture,French,franz&ouml;sisch,1.0,13,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
11,quality,ist ,banana,Banane,food,good,gut,1.0,14,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
12,color,ist nicht,couch,Couch,furniture,brown,braun,1.0,15,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
13,age,ist nicht,fan,Ventilator,furniture,fresh,frisch,0.0,16,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
14,texture,ist nicht,banana,Banane,food,soft,weich,1.0,17,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
15,shape,ist ,fan,Ventilator,furniture,round,rund,1.0,18,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
16,age,ist ,carrot,Karotte,food,new,neu,0.0,19,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
17,shape,ist ,cheese,K&auml;se,food,square,quadratisch,1.0,20,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
18,size,ist nicht,TV,Fernsehen,furniture,huge,riesig,0.0,21,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
19,size,ist ,carrot,Karotte,food,long,lang,1.0,22,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
20,color,ist ,desk,Schreibtisch,furniture,purple,purpur,1.0,23,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
21,color,ist nicht,cheese,K&auml;se,food,yellow,gelb,1.0,24,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
22,quality,ist nicht,fan,Ventilator,furniture,bad,schlecht,1.0,25,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
23,color,ist nicht,fan,Ventilator,furniture,green,gr&uuml;n,1.0,26,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
24,color,ist ,tomato,Tomate,food,red,rot,1.0,27,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
25,texture,ist nicht,carrot,Karotte,food,hard,hart,1.0,28,Deutsch,31,Male,3,,Chrome,Windows,864,1536,4.175483333333333,29,Yes
0,shape,ist nicht,apple,Apfel,food,square,quadratisch,0.06,3,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
1,nationality,ist ,desk,Schreibtisch,furniture,French,franz&ouml;sisch,0.07,4,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
2,color,ist ,TV,Fernsehen,furniture,red,rot,0.25,5,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
3,age,ist nicht,fan,Ventilator,furniture,fresh,frisch,0.32,6,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
4,size,ist ,cheese,K&auml;se,food,short,kurz,0.58,7,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
5,age,ist ,carrot,Karotte,food,old,alt,0.8,8,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
6,size,ist ,tomato,Tomate,food,huge,riesig,0.92,9,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
7,texture,ist nicht,couch,Couch,furniture,hard,hart,0.96,10,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
8,texture,ist nicht,desk,Schreibtisch,furniture,soft,weich,0.16,11,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
9,color,ist nicht,fan,Ventilator,furniture,purple,purpur,0.03,12,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
10,color,ist ,cheese,K&auml;se,food,brown,braun,0.06,13,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
11,color,ist nicht,carrot,Karotte,food,yellow,gelb,0.02,14,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
12,color,ist ,desk,Schreibtisch,furniture,blue,blau,0.02,15,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
13,size,ist nicht,fan,Ventilator,furniture,long,lang,0.04,16,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
14,quality,ist ,chair,Stuhl,furniture,good,gut,0.96,17,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
15,color,ist ,chair,Stuhl,furniture,green,gr&uuml;n,0.1,18,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
16,nationality,ist ,TV,Fernsehen,furniture,American,americanisch,0.46,19,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
17,texture,ist nicht,carrot,Karotte,food,smooth,glatt,0.89,20,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
18,nationality,ist nicht,apple,Apfel,food,German,deutsch,0.08,21,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
19,age,ist nicht,TV,Fernsehen,furniture,new,neu,0.79,22,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
20,quality,ist ,chair,Stuhl,furniture,bad,schlecht,1.0,23,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
21,shape,ist nicht,cheese,K&auml;se,food,round,rund,0.02,24,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
22,size,ist ,tomato,Tomate,food,small,klein,0.83,25,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
23,age,ist nicht,cheese,K&auml;se,food,rotten,faul,0.48,26,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
24,size,ist ,desk,Schreibtisch,furniture,big,gro&szlig;,0.97,27,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
25,size,ist ,desk,Schreibtisch,furniture,tiny,winzig,0.98,28,deutsch,30,Male,1,,Firefox,Linux,768,1366,5.412466666666667,30,Yes
0,age,ist ,chair,Stuhl,furniture,fresh,frisch,0.82,3,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
1,size,ist ,desk,Schreibtisch,furniture,huge,riesig,0.22,4,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
2,nationality,ist ,chair,Stuhl,furniture,American,americanisch,0.9,5,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
3,nationality,ist ,tomato,Tomate,food,French,franz&ouml;sisch,0.82,6,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
4,texture,ist ,fan,Ventilator,furniture,smooth,glatt,0.46,7,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
5,nationality,ist ,apple,Apfel,food,German,deutsch,0.88,8,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
6,size,ist ,apple,Apfel,food,big,gro&szlig;,0.14,9,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
